respondent_id,lhj_code,region,size,agency,supervisor_status,,pref_formats,pref_notify,pref_barriers,barriers_others,pref_location,other_topics,fam_train,prof_dev_train,pref_train_participated,pref_train_recat,pref_train_other
_292,VUP,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Blended (combination of online and in-person components),Job shadowing",Email,"Unaware of training events,Time of the year,Family Responsibilities",NA,"Bozeman,Butte,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Virtual MT PHTC Trainings,Virtual MT PHTC Trainings,NA
_293,OES,Region 4,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Multi-session series of trainings,Blended (combination of online and in-person components)","Email,Digital Newsletter","Location,Logistics of travel,Family Responsibilities,Can't leave department / no back up,Costs",NA,"Butte,Helena",I like any trainings geared toward communication with the public.,I have created an account.,No,NA,NA,NA
_294,HVJ,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Lectures,Job shadowing",Email,"Time of the year,Logistics of travel,Costs",NA,Other (please specify),NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Confluence 2025 (Helena),Confluence,NA
_295,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops)","Email,Social media,Organization / Agency Websites",Unaware of training events,NA,Bozeman,I am very new at this so anything will be helpful,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_296,JSO,Region 3,Large,County Health Department,Executive,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Retreats (1 or 2-day sessions),Multi-session series of trainings",Email,Costs,NA,"Billings,Bozeman,Miles City",NA,I have heard of it but not created an account.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),2023 NACCHO 360 Annual Conference","Confluence,Confluence,Confluence,2023 NACCHO 360 Annual Conference",NA
_297,JSO,Region 3,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Group meetings,Retreats (1 or 2-day sessions),Toolkit / Resource Manual,Job shadowing","Email,Digital Newsletter","Unaware of training events,Other (please specify)",Just started,"Billings,Bozeman,Miles City ,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_298,SMA,Region 1,Medium,County Health Department,Non-supervisor,,"Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Toolkit / Resource Manual",Email,"Location,Time of the year,Logistics of travel,Family Responsibilities,Topics that do not interest me",NA,"Billings,Glendive,Miles City",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_299,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Job shadowing",Email,"Not allowed work time to participate,Costs",NA,"Billings,Bozeman,Helena",NA,I have created an account and taken some of the available trainings.,Yes,Montana Public Health 101,Montana Public Health 101,NA
_300,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Toolkit / Resource Manual,Job shadowing",Email,"Not allowed work time to participate,Costs",NA,"Billings,Bozeman,Butte,Great Falls,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2023 (Billings),Other (please specify)","Confluence,Other (please specify)",AHA Accelerating Health Equity Conference 2023
_301,JSO,Region 3,Large,County Health Department,Supervisor,,Blended (combination of online and in-person components),Email,Costs,NA,Billings,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2025 (Helena),2024 Rocky Mountain Tribal Leader Public Health Conference (Billings)","Confluence,Rocky Mountain Tribal Leader Public Health Conference",NA
_302,OXR,Region 2,Small,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops)",Email,Unaware of training events,NA,"Great Falls,Havre",NA,I have created an account and taken some of the available trainings.,No,NA,NA,NA
_303,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Blended (combination of online and in-person components)","Email,Connected Community",Unaware of training events,NA,Bozeman,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_304,IWH,Region 5,Small,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops),Retreats (1 or 2-day sessions),Multi-session series of trainings,Meeting one on one with a mentor,Blended (combination of online and in-person components),Toolkit / Resource Manual","Email,Digital Newsletter","Unaware of training events,Time of the year,Family Responsibilities,Topics that do not interest me,Costs",NA,"Helena,Missoula",NA,I have created an account.,No,NA,NA,NA
_305,JSO,Region 3,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Lectures,Online learning (live workshops),Retreats (1 or 2-day sessions),Toolkit / Resource Manual","Email,Connected Community","Costs,Other (please specify)",individual and team capacity limitations,"Billings,Bozeman",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2023 (Billings),Confluence 2024 (Missoula)","Confluence,Confluence",NA
_306,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Meeting one on one with a mentor","Email,Organization / Agency Websites","Logistics of travel,Other (please specify)",I work two jobs,"Bozeman,Other (please specify)",Federal policy and public health,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Perinatal mental health
_307,HPF,Region 4,Large,County Health Department,Executive,,"In-person, hands on workshops,Colleagues observing me & providing feedback","Email,Connected Community,Organization / Agency Websites","Time of the year,Can't leave department / no back up",NA,"Billings,Bozeman,Butte,Helena",NA,I have created an account.,Yes,"2023 MT Public Health Summer Institute (Missoula),Confluence 2023 (Billings),Confluence 2024 (Missoula),Confluence 2025 (Helena),2023 AMPHO Mentorship Program","Summer Institute,Confluence,Confluence,Confluence,2023 AMPHO Mentorship Program",NA
_308,HPF,Region 4,Large,County Health Department,Non-supervisor,,Retreats (1 or 2-day sessions),Organization / Agency Websites,"Topics that do not interest me,Can't leave department / no back up",NA,Bozeman,NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),COUNTY BASED TRAINING
_309,HPF,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops",Email,"Time of the year,Can't leave department / no back up,Costs",NA,"Glasgow,Glendive,Havre,Miles City ,Sidney",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,2025 NEHA Annual Educational Conference,2025 NEHA Annual Educational Conference,NA
_310,HPF,Region 4,Large,County Health Department,Non-supervisor,,"Group meetings,Lectures,Online learning (live workshops)",Organization / Agency Websites,Location,NA,"Billings,Bozeman,Butte,Helena,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),conferences that are specific to my training.
_311,HPF,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions),Job shadowing","Email,Connected Community,Digital Newsletter,Social media,Organization / Agency Websites","Unaware of training events,Location,Time of the year",NA,"Billings,Bozeman,Helena",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_312,JIK,Region 1,Frontier,County Health Department,Non-supervisor,,"Group meetings,Lectures,Meeting one on one with a mentor",Digital Newsletter,"Location,Logistics of travel,Family Responsibilities",NA,Miles City,NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_313,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Job shadowing","Email,Organization / Agency Websites",Other (please specify),N/A,"Billings,Bozeman,Butte,Helena,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Virtual MT PHTC Trainings,Virtual MT PHTC Trainings,NA
_314,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Retreats (1 or 2-day sessions),Meeting one on one with a mentor,Toolkit / Resource Manual,Job shadowing",Email,"Logistics of travel,Family Responsibilities,Can't leave department / no back up",NA,"Bozeman,Helena,Missoula","Hazwopper, floodplain, osha, how to move into leadership, emergency response.",I have never heard of TRAIN Montana and do not know how to access it.,Yes,"Confluence 2024 (Missoula),Confluence 2025 (Helena),2023 NEHA Annual Educational Conference,2025 NEHA Annual Educational Conference","Confluence,Confluence,NEHA Annual Educational Conference,2025 NEHA Annual Educational Conference",NA
_315,NDQ,Region 3,Medium,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (live workshops),Online learning (self-paced workshops),Retreats (1 or 2-day sessions)","Email,Digital Newsletter,Social media,Organization / Agency Websites","Unaware of training events,Can't leave department / no back up",NA,"Billings,Bozeman,Helena,Miles City",NA,I have never heard of TRAIN Montana and do not know how to access it.,Yes,Other (please specify),Other (please specify),Breastfeeding Collaborative
_316,HPF,Region 4,Large,County Health Department,Supervisor,,"In-person, hands on workshops,Colleagues observing me & providing feedback,Group meetings,Lectures,Retreats (1 or 2-day sessions)",Email,Other (please specify),New to Montana health organizations,"Bozeman,Butte,Great Falls,Helena,Missoula",NA,I have never heard of TRAIN Montana and do not know how to access it.,No,NA,NA,NA
_317,INE,Region 5,Medium,County Health Department,Non-supervisor,,Online learning (self-paced workshops),Organization / Agency Websites,Other (please specify),doesnt apply,Other (please specify),NA,I have heard of it but not created an account.,No,NA,NA,NA
_318,HPF,Region 4,Large,County Health Department,Non-supervisor,,"In-person, hands on workshops,Online learning (self-paced workshops),Toolkit / Resource Manual",Email,"Logistics of travel,Family Responsibilities,Costs",NA,"Billings,Bozeman,Great Falls,Helena,Missoula",NA,I have heard of it but not created an account.,Yes,Other (please specify),Other (please specify),"S-203, Introduction to Incident Information, Southwest Montana Wildland Fire Training Center"
