"","lhj_code","region","size","agency","supervisor_status","current_yrs","agency_yrs","ph_practice_yrs","ph_mangmt_yrs","f_love_job","f_treated_fairly","f_work_life_balance","f_paid_fairly","f_happy_input","f_manage_demands","f_psych_safe","f_voice_concerns","s_job","s_org","s_work_unit","s_supervisor","s_pay","s_benefits","s_treated_fair_age","s_treated_fair_race","s_treated_fair_gender","s_treated_fair_sex_orient","s_treated_fair_diability","s_sup_interpersonal_skills","s_belonging_work_unit","s_belonging_agency","comments","mental_emotional_health","s_comfort_using_PTO","s_able_complete_40hr","have_to_do_more","s_agency_mh_policy_support","burnout","well_participate","well_org","well_org_other","well_interest","well_interest_type","well_interest_type_other","considering_leaving","leaving_plans","leaving_plans_other","leaving_org_reasons","leaving_orgs_reasons_other","why_staying","why_staying_other","Retirement_year","gender","gender_other","race","Race_other","age","Degrees","assoc_degree_other","bach_degree_other","master_degree_other","publichealth_phd_other","phd_other","degree_pursuing","pursuing_degree_asso_other","pursuing_degree_bach_other","pursuing_degree_master_other","pursuing_degree_phPhd_other","pursuing_degree_phd_other","degree_concentration_other","primary_concentration_degree","primary_concentration_degree_other","current_credentials","current_credentials_list","credentials_interest","credentials_interest_list","credentials_interest_list_other","highest_degree","sup_status","sup_status_recat","retire_recat","leave_or_retire","burnout_recat","s_job_recat","s_org_recat","s_work_unit_recat","s_supervisor_recat","s_pay_recat","s_benefits_recat","s_treated_fair_age_recat","s_treated_fair_race_recat","s_treated_fair_gender_recat","s_treated_fair_sex_orient_recat","s_treated_fair_diability_recat","s_sup_interpersonal_skills_recat","s_belonging_work_unit_recat","s_belonging_agency_recat","s_comfort_using_PTO_recat","s_able_complete_40hr_recat","s_agency_mh_policy_support_recat","f_love_job_recat","f_treated_fairly_recat","f_work_life_balance_recat","f_paid_fairly_recat","f_happy_input_recat","f_manage_demands_recat","f_psych_safe_recat","f_voice_concerns_recat","region_color_cat","degree_recat","age_group","age_group_lg","max_yrs","max_yrs_cat","satisfied_job","leave_retire2"
"378","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,4,NA,"Almost Always","Almost Always","Almost Always","Usually","Always","Almost Always","Always","Always","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Good","Agree","Agree","Agree","Strongly Agree","I have one or more symptoms of burnout that come and go away","Yes","Insurance provider,Workplace",NA,"Yes","Sound therapy,Art therapy,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"exciting and challenging work,flexible work schedule,job satisfaction,mentorship opportunities,organizational climate / culture,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,satisfaction with your supervisor,support from coworkers",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,26,"BS/BA,I am currently pursuing a degree",NA,NA,NA,NA,NA,"MPH",NA,NA,NA,NA,NA,"No",NA,NA,"Certified in Public Health (CPH),Other Certification (please specify)","Certified Prevention Specialist","Yes","Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"Bachelors","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",4,"0-4","satisfied with job","staying"
"379","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,3,NA,"Sometimes","Almost Always","Almost Always","Rarely","Usually","Rarely","Sometimes","Almost Always","Agree","Agree","Agree","Agree","Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","There are problem employees that get away with doing less than their share without consequence. The programming we use in my corner of the health department makes it really hard to stay on top of my job making it frustrating when I appear to always be behind. i.e. not being able to run accurate reports.","Good","Agree","Disagree","Agree","Strongly Agree","I have one or more symptoms of burnout that won't go away","Yes","Insurance provider",NA,"No",NA,NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job stability,unsatisfactory opportunities outside of the agency",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,36,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Sometimes","Usually/Always","Usually/Always","Rarely/Never","Usually/Always","Rarely/Never","Sometimes","Usually/Always","Region 4 and 5","less than Bachelors","35-44","35-54",3,"0-4","satisfied with job","staying"
"380","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,"Almost Always","Almost Always","Almost Always","Almost Always","Usually","Usually","Usually","Almost Always","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Sound therapy,Art therapy,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,job satisfaction,job stability,pay,pride in the organization and its mission,remote work policies,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,27,"Other bachelor's degree (please specify),Other master's degree (please specify)",NA,"Communications","Communications MA in works",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Not formally certified",NA,"No",NA,NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",2,"0-4","satisfied with job","staying"
"381","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,"Usually","Usually","Usually","Sometimes","Sometimes","Rarely","Usually","Usually","Agree","Agree","Disagree","Disagree","Disagree","Strongly Disagree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Disagree","Disagree","Agree",NA,"Fair","Agree","Disagree","Agree","Disagree","I have one or more symptoms of burnout that won't go away","Yes","Workplace",NA,"No",NA,NA,"Yes","Pursue further education",NA,"lack of flexible work schedule,remote work policies,satisfaction with your supervisor,weakening of benefits,work overload / burnout",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,28,"Other master's degree (please specify)",NA,NA,"Biology",NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,"Yes","Physician Board Certification (MD, DO)",NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Chronic or Complete","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Disagree","Disagree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Sometimes","Rarely/Never","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",1,"0-4","satisfied with job","leaving OR retiring"
"382","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,10,10,NA,"Almost Always","Always","Always","Usually","Always","Always","Always","Always","Agree","Agree","Agree","Strongly Agree","Disagree","Strongly Agree","Agree","Agree","Agree","Agree","Disagree","Strongly Agree","Disagree","Strongly Agree","We have had supervisor turnover and this has impacted sense of belonging in the work unit - this will likely be addressed with our newly hired supervisor.","Good","Strongly Agree","Strongly Agree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Sound therapy,Art therapy,In-person training",NA,"Yes","Take a non-governmental job in public health",NA,"lack of opportunities for advancement,pay",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,44,"BS/BA,Other bachelor's degree (please specify),MA/MS",NA,"BM",NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Other Certification (please specify)","Change Management Practitioner, Certificate in Natural Resource Conflict Management","Yes","Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH),Other Certification (please specify)","Unsure, but always interested in furthering my education.","Masters or higher","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Some","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","35-44","35-54",10,"10+","satisfied with job","leaving OR retiring"
"383","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",NA,NA,NA,NA,"Almost Always","Always","Almost Always","Almost Always","Almost Always","Almost Always","Always","Always","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Strongly Agree","Agree","Disagree","Agree","I have no symptoms of burnout","No",NA,NA,"No",NA,NA,"No",NA,NA,NA,NA,"acknowledgement / recognition for your work,benefits,exciting and challenging work,flexible work schedule,job satisfaction,job stability,organizational climate / culture,pay,pride in the organization and its mission,satisfaction with your supervisor,support from coworkers,training opportunities",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,60,"BS/BA,Other public health doctorate (please specify)",NA,NA,NA,"IBCLC",NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"No",NA,NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","None","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","55-64","55+",NA,"Unknown","satisfied with job","staying"
"384","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",12,12,12,NA,"Usually","Sometimes","Usually","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Strongly Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree",NA,"Good","Disagree","Agree","Strongly Agree","Agree","I have one or more symptoms of burnout that won't go away","No",NA,NA,"Yes","Wellness Champions Program,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"other","too close to retirement","2026","Woman",NA,"White",NA,64,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","before 2030","retiring","Chronic or Complete","Disagree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Agree","Agree","Usually/Always","Sometimes","Usually/Always","Sometimes","Rarely/Never","Sometimes","Sometimes","Sometimes","Region 4 and 5","less than Bachelors","55-64","55+",12,"10+","not satisfied with job","leaving OR retiring"
"385","KNA","Region 5","Large","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",3,16,16,3,"Almost Always","Usually","Sometimes","Always","Sometimes","Sometimes","Sometimes","Sometimes","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree",NA,"Good","Agree","Disagree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","No",NA,NA,"Yes","Sound therapy,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,exciting and challenging work,flexible work schedule,job satisfaction,organizational climate / culture,pay,pride in the organization and its mission,remote work policies,satisfaction with your agency's leadership,support from coworkers",NA,"2027","Woman",NA,"White",NA,61,"BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,"No",NA,NA,"Bachelors","Supervisor","Supervisor/Executive","before 2030","retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Usually/Always","Usually/Always","Sometimes","Usually/Always","Sometimes","Sometimes","Sometimes","Sometimes","Region 4 and 5","Bachelors or higher","55-64","55+",16,"10+","satisfied with job","leaving OR retiring"
"386","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",16,16,16,NA,"Sometimes","Rarely","Sometimes","Rarely","Never","Never","Never","Rarely","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Disagree","Strongly Disagree","Strongly Disagree","We have no meetings or discussions, communication is strongly lacking","Fair","Disagree","Strongly Disagree","Agree","Strongly Disagree","I am completely burnt out, my symptoms won't go away","Yes","Workplace,Other (please specify)","Self help books","Yes","Virtual training,In-person training",NA,"Yes","Take another governmental job not in public health",NA,"job satisfaction,lack of acknowledgement / recognition,lack of support from coworkers,lack of training,pay,satisfaction with your supervisor,stress,work overload / burnout",NA,NA,NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,57,"High school or equivalent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not formally certified",NA,"No",NA,NA,"High school or equivalent","Non-supervisor","Non-supervisor","after 2030","leaving not retiring","Chronic or Complete","Disagree","Agree","Disagree","Disagree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Disagree","Disagree","Disagree","Disagree","Disagree","Sometimes","Rarely/Never","Sometimes","Rarely/Never","Rarely/Never","Rarely/Never","Rarely/Never","Rarely/Never","Region 4 and 5","less than Bachelors","55-64","55+",16,"10+","not satisfied with job","leaving OR retiring"
"387","KNA","Region 5","Large","County Health Department","Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",5,5,5,NA,"Sometimes","Usually","Sometimes","Sometimes","Almost Always","Almost Always","Usually","Usually","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Disagree",NA,"Fair","Agree","Agree","Agree","Disagree","I am completely burnt out, my symptoms won't go away","No",NA,NA,"Yes","Sound therapy,Virtual training,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,pay,remote work policies",NA,"I am not planning to retire before 2030","Woman",NA,"Hispanic or Latino,White",NA,30,"BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yes","Community / Population Health",NA,"Certified in Public Health (CPH)",NA,"Yes","Certified Health Education Specialist (CHES or Master CHES)",NA,"Masters or higher","Non-supervisor","Non-supervisor","after 2030","not leaving or retiring","Chronic or Complete","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Disagree","Sometimes","Usually/Always","Sometimes","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","Bachelors or higher","18-34","18-34",5,"5-9","satisfied with job","staying"
"388","KNA","Region 5","Large","County Health Department","Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",1,7,7,1,"Almost Always","Almost Always","Usually","Sometimes","Usually","Usually","Almost Always","Almost Always","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Strongly Agree","Strongly Agree","Strongly Agree",NA,"Very Good","Agree","Disagree","Disagree","Agree","I have one or more symptoms of burnout that come and go away","Yes","Workplace,Montana Public Health Training Center - Wellness Program",NA,"Yes","Wellness coaching,Sound therapy,Art therapy,In-person training,Guided meditation",NA,"No",NA,NA,NA,NA,"benefits,flexible work schedule,organizational climate / culture,pride in the organization and its mission",NA,"I am not planning to retire before 2030","Woman",NA,"White",NA,40,"Associate's degree in nursing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other Certification (please specify)","AAPC Certified Professional Biller","No",NA,NA,"Associates","Supervisor","Supervisor/Executive","after 2030","not leaving or retiring","Some","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Usually/Always","Usually/Always","Usually/Always","Sometimes","Usually/Always","Usually/Always","Usually/Always","Usually/Always","Region 4 and 5","less than Bachelors","35-44","35-54",7,"5-9","satisfied with job","staying"
