lhj_code,region,size,agency,supervisor_status,current_yrs,agency_yrs,ph_practice_yrs,ph_mangmt_yrs,f_love_job,f_treated_fairly,f_work_life_balance,f_paid_fairly,f_happy_input,f_manage_demands,f_psych_safe,f_voice_concerns,s_job,s_org,s_work_unit,s_supervisor,s_pay,s_benefits,s_treated_fair_age,s_treated_fair_race,s_treated_fair_gender,s_treated_fair_sex_orient,s_treated_fair_diability,s_sup_interpersonal_skills,s_belonging_work_unit,s_belonging_agency,comments,mental_emotional_health,s_comfort_using_PTO,s_able_complete_40hr,have_to_do_more,s_agency_mh_policy_support,burnout,considering_leaving,leaving_plans,leaving_plans_other,leaving_org_reasons,leaving_orgs_reasons_other,why_staying,why_staying_other,Retirement_year,gender,gender_other,race,Race_other,age,Degrees,assoc_degree_other,bach_degree_other,master_degree_other,publichealth_phd_other,phd_other,degree_pursuing,pursuing_degree_asso_other,pursuing_degree_bach_other,pursuing_degree_master_other,pursuing_degree_phPhd_other,pursuing_degree_phd_other,degree_concentration_other,primary_concentration_degree,primary_concentration_degree_other,current_credentials,current_credentials_list,credentials_interest,credentials_interest_list,credentials_interest_list_other
LVI,Region 4,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,1,1,NA,Always,Always,Usually,Almost Always,Always,Almost Always,Always,Always,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,I work with great people and do a job I enjoy.,Good,Agree,Strongly Agree,Strongly Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Exciting and challenging work,Job satisfaction,Job stability,Organizational climate / culture,Pride in the organization and its mission,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,In some other way (please specify),Gender non-conforming,White,NA,23,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,"Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA
ZKQ,Region 2,Medium,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",2,8,8,2,Usually,Always,Almost Always,Almost Always,Almost Always,Usually,Almost Always,Always,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Good,Strongly Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Organizational climate / culture,Satisfaction with your supervisor",NA,I am not planning to retire before 2030,Woman,NA,White,NA,46,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC),Registered Dietitian (RD)",NA
SMA,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",15,15,15,NA,Sometimes,Sometimes,Sometimes,Sometimes,Usually,Sometimes,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,67,BSN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Infection Control Certification (CIC),NA,Yes,"Certified in Public Health (CPH),Diabetes Educator Certification (CDE)",NA
VUP,Region 4,Small,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",9,9,9,NA,Almost Always,Almost Always,Always,Sometimes,Usually,Almost Always,Almost Always,Almost Always,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,NA,Very Good,Strongly Agree,Strongly Agree,Disagree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Job satisfaction,Job stability",NA,I am not planning to retire before 2030,Woman,NA,White,NA,60,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
SMA,Region 1,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",8,11,11,NA,Almost Always,Always,Always,Always,Almost Always,Almost Always,Always,Almost Always,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,"I am so grateful our organization, and specifically, my supervisor encouraging us to take care of our families and ourselves. Our requests for days off are always approved, and sometimes, they are last minute with emergent situations.",Good,Agree,Strongly Agree,Agree,Strongly Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Flexible work schedule (e.g., flex hours),Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,50,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified Health Education Specialist (CHES or Master CHES),Certified in Public Health (CPH)",NA
HVJ,Region 3,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",4,4,4,NA,Usually,Almost Always,Almost Always,Rarely,Almost Always,Almost Always,Almost Always,Almost Always,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,NA,Good,Strongly Agree,Strongly Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Pride in the organization and its mission,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,High school or equivalent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not formally certified,NA,No,NA,NA
EUP,Region 2,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",0,0,0,NA,Almost Always,Always,Almost Always,Rarely,Always,Always,Always,Always,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA,Very Good,Agree,Strongly Agree,Disagree,Strongly Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Lack of stress,Mentorship opportunities,Opportunities for advancement,Pay,Pride in the organization and its mission,Satisfaction with your agency's leadership (e.g., Health Commissioner, Senior Deputy, etc.),Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,I am not planning to retire before 2030,Man,NA,White,NA,25,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Environmental Health,NA,Not formally certified,NA,Yes,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA
RZY,Region 5,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",6,6,6,NA,Almost Always,Almost Always,Almost Always,Sometimes,Usually,Sometimes,Sometimes,Sometimes,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,"The environmental health environment is strongly supportive of each other;  the human resources and county leaders do not seem to be so much.  Always feel like they are after you.  We also do a lot of work and the local ""heads"" do not feel we need extra help or a salary increase to attract potential new employees.",Good,Agree,Disagree,Disagree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Satisfaction with your supervisor,Support from coworkers,Other (please specify)",I was going to move out of the state but then a life change happened and I will be staying.,I am not planning to retire before 2030,Woman,NA,White,NA,38,Other bachelor's degree (please specify),NA,BA Community Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Community / Population Health,NA,"Certified in Public Health (CPH),Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS)",NA,Yes,"Certified Health Education Specialist (CHES or Master CHES),Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator",NA
INE,Region 5,Medium,County Health Department,Executive: member of senior executive service or equivalent,18,NA,NA,18,Sometimes,Usually,Sometimes,Sometimes,Usually,Rarely,Sometimes,Usually,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,NA,Good,Agree,Strongly Disagree,Strongly Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Job stability,Pride in the organization and its mission,Support from coworkers",NA,2028,Woman,NA,White,NA,55,"High school or equivalent,BS/BA,MPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,"Community / Population Health,Environmental Health",NA,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA,Yes,Certified Professional - Food Safety (CP-FS) and/or Certified Foodborne Outbreak Investigator,NA
EUP,Region 2,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",16,0,0,NA,Sometimes,Almost Always,Usually,Never,Almost Always,Usually,Usually,Usually,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Flexible work schedule (e.g., flex hours),Job satisfaction,Job stability,Satisfaction with your supervisor,Support from coworkers,Training opportunities",NA,2028,Woman,NA,White,NA,65,"High school or equivalent,BS/BA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Registered Environmental Health Specialist / Registered Sanitarian (REHS / RS),NA,No,NA,NA
EUP,Region 2,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",3,3,3,NA,Almost Always,Almost Always,Usually,Rarely,Usually,Usually,Almost Always,Always,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,While I am personally happy with my job. I would like to know why our County Commissioners are not supporting wage increases that are commensurate with the always rising cost of living. Our cost of living is on par with Helena and Missoula and yet our wages continue to stagnate. We don't feel supported with other large grants that came and went due to being understaffed at the legal dept level. Across the board it has put us at a disadvantage in serving the county because the Commissioners do not support higher wages.,Good,Agree,Agree,Strongly Agree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Satisfaction with your supervisor,Support from coworkers,Training opportunities,Other (please specify)",The possibility to go to a 4 day work week to help me have a life and feel rested. I am a single parent and need the time and rest to mange my family and household.,I am not planning to retire before 2030,Woman,NA,Asian,NA,52,Other master's degree (please specify),NA,NA,MFA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA,Yes,"Breastfeeding/Lactation Certification (CLC, CLE, CLS, or IBCLC)",NA
INE,Region 5,Medium,County Health Department,"Supervisor and/or Manager: you are in a managerial position and are responsible for employeeÃ¢â‚¬â„¢s performance appraisals and approval of their leave, and may supervise one or more supervisors",9,16,16,9,Almost Always,Sometimes,Sometimes,Sometimes,Usually,Almost Always,Almost Always,Always,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,NA,Excellent,Strongly Agree,Agree,Strongly Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Job stability,Support from coworkers",NA,2026,Man,NA,White,NA,65,"High school or equivalent,Other associate degree (please specify)",Civil Engineering,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other Certification (please specify),Manager of Landfill Operations,No,NA,NA
EUP,Region 2,Large,County Health Department,Executive: member of senior executive service or equivalent,1,1,1,1,Always,Always,Always,Sometimes,Always,Always,Always,Always,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,NA,Excellent,Strongly Agree,Strongly Agree,Agree,Agree,I have no symptoms of burnout,No,NA,NA,NA,NA,"Acknowledgement / recognition for your work,Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Satisfaction with your supervisor,Support from coworkers",NA,I am not planning to retire before 2030,Woman,NA,White,NA,33,Other associate degree (please specify),Associate of Arts,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Other Certification (please specify),Activity Director Certified,Yes,"Certified Community Health Worker,Certified in Public Health (CPH)",NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",1,3,3,NA,Almost Always,Usually,Almost Always,Usually,Rarely,Usually,Usually,Sometimes,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Agree,Agree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Exciting and challenging work,Flexible work schedule (e.g., flex hours),Job satisfaction,Pay,Pride in the organization and its mission",NA,I am not planning to retire before 2030,Woman,NA,White,NA,40,BS/BA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,Not formally certified,NA,Yes,Licensed Clinical Social Worker (LCSW),NA
HVJ,Region 3,Medium,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,2,NA,Sometimes,Usually,Sometimes,Almost Always,Usually,Almost Always,Sometimes,Sometimes,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Disagree,I have one or more symptoms of burnout that come and go away,No,NA,NA,NA,NA,"Benefits (e.g., retirement contributions / pensions, health insurance),Lack of stress,Pay",NA,I am not planning to retire before 2030,Woman,NA,White,NA,62,Associate's degree in nursing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,No,NA,NA
JSO,Region 3,Large,County Health Department,"Non-supervisor: you do not supervise other employees (e.g. frontline, program support)",2,2,4,NA,Sometimes,Usually,Usually,Sometimes,Sometimes,Almost Always,Usually,Usually,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,NA,Good,Agree,Agree,Disagree,Agree,I have one or more symptoms of burnout that come and go away,Yes,Leave the workforce,NA,"Better opportunities outside the agency,Job instability (e.g., loss of funding, reduction in force (RIF), layoffs),Lack of acknowledgement / recognition,Lack of support from coworkers,Reasons unrelated to my job (e.g., family obligations, health reasons, lack of affordable child-care options, moving, etc.),Satisfaction with your supervisor",NA,NA,NA,I am not planning to retire before 2030,Woman,NA,"Asian,White,Mixed Race",NA,34,"BS/BA,BSN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,"Nurse certification (RN, LPN, NP, BSN)",NA,Yes,"Certified Community Health Worker,Infection Control Certification (CIC)",NA
